# snapshot_index=20, t=5.000000e-02
x,y,z,phi_pg,di,phi_tot,r_pg,t
0.00000000e+00,8.57142857e-01,7.14285714e-02,7.50894521e-02,8.43208191e-03,4.36698570e-01,1.71948015e-01,5.00000000e-02
0.00000000e+00,8.57142857e-01,1.42857143e-01,7.46448620e-02,8.89622513e-03,4.33076262e-01,1.72359625e-01,5.00000000e-02
0.00000000e+00,8.57142857e-01,2.14285714e-01,7.48449798e-02,1.11596992e-02,4.45888935e-01,1.67855656e-01,5.00000000e-02
0.00000000e+00,8.57142857e-01,2.85714286e-01,7.56362731e-02,7.88493489e-03,4.38437945e-01,1.72513064e-01,5.00000000e-02
0.00000000e+00,8.57142857e-01,3.57142857e-01,7.50601878e-02,1.24535730e-02,4.52081266e-01,1.66032511e-01,5.00000000e-02
0.00000000e+00,8.57142857e-01,4.28571429e-01,7.42515823e-02,8.87655016e-03,4.31443093e-01,1.72100524e-01,5.00000000e-02
0.00000000e+00,8.57142857e-01,5.00000000e-01,7.36635987e-02,4.96760051e-03,4.09106842e-01,1.80059562e-01,5.00000000e-02
0.00000000e+00,8.57142857e-01,5.71428571e-01,7.47062527e-02,7.18732902e-03,4.24623245e-01,1.75935382e-01,5.00000000e-02
0.00000000e+00,8.57142857e-01,6.42857143e-01,7.50750933e-02,1.39931666e-02,4.57923701e-01,1.63946730e-01,5.00000000e-02
0.00000000e+00,8.57142857e-01,7.14285714e-01,7.48293795e-02,1.51424417e-02,4.59414301e-01,1.62879952e-01,5.00000000e-02
