# condition=commensal_static, snapshot_index=100, t=5.000000e-01
x,y,z,phi_pg,di,phi_tot,r_pg,t
0.000000,0.714286,0.142857,0.10920909,0.00018564,0.53613513,0.20369694,0.500000
0.000000,0.714286,0.214286,0.11015005,0.00018504,0.54089985,0.20364223,0.500000
0.000000,0.714286,0.285714,0.11259517,0.00020198,0.55290124,0.20364427,0.500000
0.000000,0.714286,0.357143,0.11539093,0.00021526,0.56730162,0.20340314,0.500000
0.000000,0.714286,0.428571,0.11217155,0.00019816,0.55112157,0.20353322,0.500000
0.000000,0.714286,0.500000,0.11387023,0.00022365,0.55885351,0.20375685,0.500000
0.000000,0.714286,0.571429,0.11228643,0.00021488,0.55098983,0.20379039,0.500000
0.000000,0.714286,0.642857,0.11283857,0.00023039,0.55317929,0.20398191,0.500000
0.000000,0.714286,0.714286,0.11071934,0.00019887,0.54320157,0.20382735,0.500000
0.000000,0.714286,0.785714,0.11297896,0.00021922,0.55461942,0.20370537,0.500000
0.000000,0.714286,0.857143,0.11467728,0.00019547,0.56366215,0.20345038,0.500000
0.000000,0.714286,0.928571,0.11322156,0.00021762,0.55570004,0.20374582,0.500000
0.000000,0.714286,1.000000,0.11177732,0.00019628,0.54851753,0.20378077,0.500000
0.000000,0.785714,0.000000,0.11187557,0.00021014,0.54921504,0.20370084,0.500000
0.000000,0.785714,0.071429,0.11387704,0.00021219,0.55911559,0.20367352,0.500000
0.000000,0.785714,0.142857,0.11276297,0.00021003,0.55321207,0.20383317,0.500000
0.000000,0.785714,0.214286,0.11267452,0.00021215,0.55294499,0.20377166,0.500000
0.000000,0.785714,0.285714,0.11191374,0.00020061,0.54944563,0.20368482,0.500000
0.000000,0.785714,0.357143,0.11260101,0.00020540,0.55281220,0.20368764,0.500000
0.000000,0.785714,0.428571,0.11353685,0.00022189,0.55765593,0.20359659,0.500000
0.000000,0.785714,0.500000,0.11253817,0.00021947,0.55236560,0.20373856,0.500000
0.000000,0.785714,0.571429,0.11092837,0.00020274,0.54434096,0.20378472,0.500000
0.000000,0.785714,0.642857,0.11213853,0.00021711,0.55040195,0.20373934,0.500000
0.000000,0.785714,0.714286,0.11203782,0.00020016,0.54983962,0.20376455,0.500000
0.000000,0.785714,0.785714,0.11276872,0.00019265,0.55376114,0.20364144,0.500000
0.000000,0.785714,0.857143,0.11300997,0.00020955,0.55483202,0.20368321,0.500000
0.000000,0.785714,0.928571,0.11069320,0.00018690,0.54371002,0.20358867,0.500000
0.000000,0.785714,1.000000,0.11323392,0.00021718,0.55567594,0.20377689,0.500000
0.000000,0.857143,0.000000,0.11338260,0.00020053,0.55681593,0.20362671,0.500000
0.000000,0.857143,0.071429,0.11286113,0.00020405,0.55402686,0.20371057,0.500000
0.000000,0.857143,0.142857,0.11254562,0.00020994,0.55250447,0.20370083,0.500000
0.000000,0.857143,0.214286,0.11362930,0.00020979,0.55790746,0.20367052,0.500000
0.000000,0.857143,0.285714,0.11300310,0.00020350,0.55460741,0.20375332,0.500000
0.000000,0.857143,0.357143,0.11391322,0.00020610,0.55928212,0.20367757,0.500000
0.000000,0.857143,0.428571,0.11234131,0.00020435,0.55148709,0.20370614,0.500000
0.000000,0.857143,0.500000,0.11017671,0.00019299,0.54085494,0.20370843,0.500000
0.000000,0.857143,0.571429,0.11172357,0.00020951,0.54835951,0.20374146,0.500000
0.000000,0.857143,0.642857,0.11447152,0.00021592,0.56236486,0.20355383,0.500000
0.000000,0.857143,0.714286,0.11488743,0.00021463,0.56510162,0.20330402,0.500000
0.000000,0.857143,0.785714,0.11293000,0.00021279,0.55481247,0.20354626,0.500000
0.000000,0.857143,0.857143,0.11113682,0.00019285,0.54573300,0.20364687,0.500000
0.000000,0.857143,0.928571,0.11420590,0.00021120,0.56058844,0.20372504,0.500000
0.000000,0.857143,1.000000,0.11293909,0.00022113,0.55460403,0.20363914,0.500000
0.000000,0.928571,0.000000,0.11307115,0.00022052,0.55525984,0.20363646,0.500000
0.000000,0.928571,0.071429,0.11412042,0.00022041,0.56002488,0.20377740,0.500000
0.000000,0.928571,0.142857,0.11312843,0.00021864,0.55514777,0.20378076,0.500000
0.000000,0.928571,0.214286,0.11339749,0.00021693,0.55626790,0.20385409,0.500000
0.000000,0.928571,0.285714,0.11241389,0.00020746,0.55136929,0.20388130,0.500000
0.000000,0.928571,0.357143,0.11171182,0.00018715,0.54862548,0.20362127,0.500000
0.000000,0.928571,0.428571,0.11520978,0.00020610,0.56616929,0.20348998,0.500000
0.000000,0.928571,0.500000,0.11351100,0.00020717,0.55762837,0.20356031,0.500000
0.000000,0.928571,0.571429,0.11340944,0.00021561,0.55651009,0.20378686,0.500000
0.000000,0.928571,0.642857,0.10977117,0.00018580,0.53935834,0.20352178,0.500000
0.000000,0.928571,0.714286,0.11354292,0.00022527,0.55737538,0.20370997,0.500000
0.000000,0.928571,0.785714,0.11352568,0.00024162,0.55772062,0.20355295,0.500000
0.000000,0.928571,0.857143,0.11157368,0.00021234,0.54732552,0.20385250,0.500000
0.000000,0.928571,0.928571,0.11169322,0.00021085,0.54791093,0.20385288,0.500000
0.000000,0.928571,1.000000,0.11271278,0.00021508,0.55332977,0.20369910,0.500000
0.000000,1.000000,0.000000,0.11397990,0.00022927,0.56037280,0.20340012,0.500000
0.000000,1.000000,0.071429,0.11098239,0.00019958,0.54470527,0.20374761,0.500000
0.000000,1.000000,0.142857,0.11259805,0.00021475,0.55224340,0.20389207,0.500000
0.000000,1.000000,0.214286,0.11167952,0.00020466,0.54780408,0.20386763,0.500000
0.000000,1.000000,0.285714,0.11181155,0.00020293,0.54854881,0.20383155,0.500000
0.000000,1.000000,0.357143,0.11363693,0.00020350,0.55794636,0.20367000,0.500000
0.000000,1.000000,0.428571,0.11515560,0.00022119,0.56661244,0.20323521,0.500000
0.000000,1.000000,0.500000,0.11577964,0.00022736,0.57043312,0.20296795,0.500000
0.000000,1.000000,0.571429,0.11368585,0.00021499,0.55845463,0.20357223,0.500000
0.000000,1.000000,0.642857,0.11184582,0.00021019,0.54871098,0.20383375,0.500000
0.000000,1.000000,0.714286,0.11434155,0.00025570,0.56227563,0.20335497,0.500000
0.000000,1.000000,0.785714,0.11281690,0.00020642,0.55391854,0.20367056,0.500000
0.000000,1.000000,0.857143,0.11143225,0.00020162,0.54655050,0.20388281,0.500000
0.000000,1.000000,0.928571,0.11044995,0.00019575,0.54193772,0.20380562,0.500000
0.000000,1.000000,1.000000,0.11438627,0.00023282,0.56186931,0.20358162,0.500000
0.071429,0.000000,0.000000,0.11205158,0.00020575,0.55030367,0.20361772,0.500000
0.071429,0.000000,0.071429,0.11587305,0.00021844,0.57054135,0.20309317,0.500000
0.071429,0.000000,0.142857,0.11216793,0.00018171,0.55118746,0.20350232,0.500000
0.071429,0.000000,0.214286,0.11292448,0.00022145,0.55427981,0.20373190,0.500000
0.071429,0.000000,0.285714,0.11073840,0.00019896,0.54343027,0.20377665,0.500000
0.071429,0.000000,0.357143,0.11124488,0.00021720,0.54536985,0.20398062,0.500000
0.071429,0.000000,0.428571,0.10908704,0.00017980,0.53590394,0.20355708,0.500000
0.071429,0.000000,0.500000,0.11293664,0.00021788,0.55446646,0.20368525,0.500000
0.071429,0.000000,0.571429,0.11367673,0.00020625,0.55836142,0.20358988,0.500000
0.071429,0.000000,0.642857,0.11130848,0.00020505,0.54628313,0.20375603,0.500000
0.071429,0.000000,0.714286,0.11124937,0.00020828,0.54586532,0.20380370,0.500000
0.071429,0.000000,0.785714,0.10851945,0.00018106,0.53291136,0.20363509,0.500000
0.071429,0.000000,0.857143,0.11063927,0.00020176,0.54227361,0.20402850,0.500000
0.071429,0.000000,0.928571,0.10999101,0.00019837,0.53934322,0.20393510,0.500000
0.071429,0.000000,1.000000,0.10870351,0.00018258,0.53338202,0.20380047,0.500000
0.071429,0.071429,0.000000,0.11194542,0.00021805,0.54910597,0.20386851,0.500000
0.071429,0.071429,0.071429,0.11283228,0.00021793,0.55386207,0.20371909,0.500000
0.071429,0.071429,0.142857,0.10970232,0.00018623,0.53879261,0.20360770,0.500000
0.071429,0.071429,0.214286,0.11156949,0.00020674,0.54770267,0.20370448,0.500000
0.071429,0.071429,0.285714,0.11328209,0.00020289,0.55561844,0.20388468,0.500000
0.071429,0.071429,0.357143,0.11121940,0.00021035,0.54528640,0.20396510,0.500000
0.071429,0.071429,0.428571,0.10983475,0.00019308,0.53886726,0.20382524,0.500000
0.071429,0.071429,0.500000,0.11218799,0.00018616,0.55128407,0.20350306,0.500000
0.071429,0.071429,0.571429,0.11469070,0.00019751,0.56366621,0.20347272,0.500000
0.071429,0.071429,0.642857,0.11185498,0.00020893,0.54879355,0.20381978,0.500000
0.071429,0.071429,0.714286,0.11264842,0.00022617,0.55298730,0.20370887,0.500000
0.071429,0.071429,0.785714,0.11183324,0.00020335,0.54876899,0.20378928,0.500000
0.071429,0.071429,0.857143,0.11184936,0.00019249,0.54884803,0.20378931,0.500000
0.071429,0.071429,0.928571,0.11200472,0.00021883,0.54940610,0.20386507,0.500000
0.071429,0.071429,1.000000,0.11144277,0.00020414,0.54678477,0.20381469,0.500000
0.071429,0.142857,0.000000,0.11273181,0.00020721,0.55311658,0.20381202,0.500000
0.071429,0.142857,0.071429,0.11263328,0.00021065,0.55310208,0.20363923,0.500000
0.071429,0.142857,0.142857,0.11093041,0.00019917,0.54437623,0.20377527,0.500000
0.071429,0.142857,0.214286,0.11204501,0.00020722,0.54973432,0.20381665,0.500000
0.071429,0.142857,0.285714,0.11050753,0.00019295,0.54260297,0.20366187,0.500000
0.071429,0.142857,0.357143,0.10958314,0.00018632,0.53783065,0.20375026,0.500000
0.071429,0.142857,0.428571,0.11029018,0.00019838,0.54088674,0.20390624,0.500000
0.071429,0.142857,0.500000,0.11257965,0.00021844,0.55222654,0.20386497,0.500000
0.071429,0.142857,0.571429,0.11175333,0.00020456,0.54854486,0.20372687,0.500000
0.071429,0.142857,0.642857,0.11134247,0.00019430,0.54626661,0.20382442,0.500000
0.071429,0.142857,0.714286,0.11162816,0.00018918,0.54811456,0.20365845,0.500000
0.071429,0.142857,0.785714,0.11364626,0.00022598,0.55776495,0.20375297,0.500000
0.071429,0.142857,0.857143,0.11270533,0.00020651,0.55325360,0.20371369,0.500000
0.071429,0.142857,0.928571,0.11091521,0.00019445,0.54442876,0.20372768,0.500000
0.071429,0.142857,1.000000,0.11159286,0.00020542,0.54733315,0.20388470,0.500000
0.071429,0.214286,0.000000,0.11002921,0.00018721,0.54022712,0.20367212,0.500000
0.071429,0.214286,0.071429,0.11344380,0.00022541,0.55641457,0.20388359,0.500000
0.071429,0.214286,0.142857,0.11170820,0.00019943,0.54841413,0.20369316,0.500000
0.071429,0.214286,0.214286,0.11478335,0.00021103,0.56366213,0.20363856,0.500000
0.071429,0.214286,0.285714,0.11351508,0.00020300,0.55740941,0.20364758,0.500000
0.071429,0.214286,0.357143,0.11332054,0.00022024,0.55592608,0.20384102,0.500000
0.071429,0.214286,0.428571,0.11152696,0.00020658,0.54721158,0.20380957,0.500000
0.071429,0.214286,0.500000,0.11154896,0.00021329,0.54726339,0.20383047,0.500000
0.071429,0.214286,0.571429,0.11238710,0.00021071,0.55123276,0.20388320,0.500000
0.071429,0.214286,0.642857,0.11268414,0.00021473,0.55269923,0.20387969,0.500000
0.071429,0.214286,0.714286,0.11211508,0.00020702,0.54992451,0.20387359,0.500000
0.071429,0.214286,0.785714,0.11173972,0.00020453,0.54886499,0.20358325,0.500000
0.071429,0.214286,0.857143,0.11411209,0.00022367,0.56048099,0.20359672,0.500000
0.071429,0.214286,0.928571,0.11149677,0.00019936,0.54703381,0.20382062,0.500000
0.071429,0.214286,1.000000,0.11051066,0.00019972,0.54205428,0.20387378,0.500000
0.071429,0.285714,0.000000,0.11064395,0.00019968,0.54292189,0.20379349,0.500000
0.071429,0.285714,0.071429,0.11219713,0.00021164,0.55018272,0.20392703,0.500000
0.071429,0.285714,0.142857,0.11152582,0.00019886,0.54737344,0.20374723,0.500000
0.071429,0.285714,0.214286,0.11266677,0.00021196,0.55273072,0.20383663,0.500000
0.071429,0.285714,0.285714,0.11124685,0.00019493,0.54631233,0.20363233,0.500000
0.071429,0.285714,0.357143,0.10989032,0.00018377,0.53971665,0.20360742,0.500000
0.071429,0.285714,0.428571,0.11167560,0.00020436,0.54767794,0.20390744,0.500000
0.071429,0.285714,0.500000,0.11090622,0.00019047,0.54408091,0.20384141,0.500000
0.071429,0.285714,0.571429,0.10861188,0.00017319,0.53377071,0.20348040,0.500000
0.071429,0.285714,0.642857,0.11218364,0.00020902,0.55036147,0.20383629,0.500000
0.071429,0.285714,0.714286,0.11266783,0.00021346,0.55262599,0.20387719,0.500000
0.071429,0.285714,0.785714,0.11220032,0.00021182,0.55025314,0.20390672,0.500000
0.071429,0.285714,0.857143,0.11241479,0.00021077,0.55187126,0.20369749,0.500000
0.071429,0.285714,0.928571,0.10960816,0.00018548,0.53824139,0.20364127,0.500000
0.071429,0.285714,1.000000,0.11078284,0.00019274,0.54350206,0.20383150,0.500000
0.071429,0.357143,0.000000,0.11445069,0.00022134,0.56203182,0.20363738,0.500000
0.071429,0.357143,0.071429,0.11052825,0.00018963,0.54299840,0.20355171,0.500000
0.071429,0.357143,0.142857,0.11271027,0.00021330,0.55255036,0.20398190,0.500000
0.071429,0.357143,0.214286,0.11190805,0.00020353,0.54896868,0.20385142,0.500000
0.071429,0.357143,0.285714,0.11249209,0.00021287,0.55170316,0.20389967,0.500000
0.071429,0.357143,0.357143,0.11016033,0.00019152,0.54089065,0.20366470,0.500000
0.071429,0.357143,0.428571,0.11260028,0.00021803,0.55198428,0.20399182,0.500000
0.071429,0.357143,0.500000,0.11295902,0.00020228,0.55424914,0.20380549,0.500000
0.071429,0.357143,0.571429,0.11208148,0.00020118,0.54959302,0.20393541,0.500000
0.071429,0.357143,0.642857,0.11185542,0.00018904,0.54901202,0.20373948,0.500000
0.071429,0.357143,0.714286,0.11302080,0.00020339,0.55460770,0.20378512,0.500000
